player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Hunter Herring,147138,QB,LA MONROE,6,2,0,209,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,-3.0,0,100.0,,0,0,0.0,0,1,0,77.5,77.3,0,15,0.0,0,2,1,100.0,2,118.8,1,50.0,0,15,18,18.0,15.0,7.5
Jean Louis III,176304,WR,AKRON,3,2,0,102,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,80.0,0,8,0.0,0,4,1,100.0,4,100.0,1,25.0,0,8,10,10.0,8.0,2.0,0.0,0,50.0,,0,0,0.0,0,1,0,70.7,57.1,0,8,0.0,0,13,1,100.0,13,60.4,2,15.4,0,8,10,10.0,8.0,0.62
Caleb Ryan,176261,TE,LIBERTY,6,2,0,206,0,,0,,,0,0,,0,0,0,,40.6,0,0,37.5,3,8,0,62.5,5,0.0,0,0.0,0,0,0,,,0.0,7.0,0,100.0,,0,0,0.0,0,0,0,70.7,49.4,0,10,0.0,0,9,1,100.0,9,108.3,1,11.1,0,10,3,3.0,10.0,1.11
Kanye Udoh,171024,HB,ARIZONA ST,6,2,0,110,0,,0,,,0,0,,0,0,0,,47.6,0,0,20.0,1,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,31.6,44.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Shamarius Peterkin,205507,WR,VA TECH,2,2,0,337,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,16.4,47.9,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Mel Brown,169178,HB,UCONN,3,2,0,146,0,-5.0,0,100.0,,0,0,0.0,0,0,0,86.7,83.7,0,3,0.0,0,3,2,100.0,3,79.2,2,66.7,0,6,16,8.0,3.0,2.0,,0,,,0,0,,0,0,0,74.9,66.4,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jovantae Barnes,158085,HB,OKLAHOMA,4,2,0,261,0,,0,,,0,0,,0,0,0,,44.5,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,17.5,41.0,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Rodney Bullard Jr.,187890,WR,MICH STATE,6,2,0,223,0,,0,,,0,0,,0,0,0,,53.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,59.8,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0
Xavier Loyd,144596,WR,MISSOURI,5,2,0,229,0,,0,,,0,0,,0,0,0,,46.5,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,52.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Braylon Harmon,193240,WR,TENNESSEE,1,2,0,307,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,26.0,0,50.0,100.0,1,1,50.0,1,1,0,24.9,69.6,0,41,0.0,0,2,1,100.0,2,95.8,2,100.0,0,41,3,3.0,41.0,20.5
Kaden Helms,158072,TE,OKLAHOMA,2,2,0,261,0,,0,,,0,0,,0,0,0,,54.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,51.3,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0
Terrance Shelton Jr.,188159,HB,BUFFALO,3,2,0,126,0,-2.0,0,0.0,,0,0,,0,0,0,,56.2,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,-3.0,0,100.0,,0,0,0.0,0,0,0,66.7,53.1,0,1,0.0,0,1,1,100.0,1,79.2,1,100.0,0,1,4,4.0,1.0,1.0
Elijah Jones,188191,WR,CINCINNATI,3,2,0,138,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,54.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,3,2,0,144,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,10,0,0.0,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,66.7,54.2,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Tobi Olawole,170999,WR,ARMY,4,2,0,114,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,66.7,60.8,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Grant Norberg,131805,TE,S JOSE ST,3,2,0,285,0,,0,,,0,0,,0,0,0,,48.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,4.5,0,50.0,,0,0,50.0,1,0,0,17.5,44.2,0,4,0.0,0,7,1,100.0,7,56.3,2,28.6,0,4,0,0.0,4.0,0.57
Cooper Rusk,169108,WR,TOLEDO,5,2,0,316,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.1,58.5,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Josiah McLaurin,188257,HB,MARYLAND,2,2,0,215,0,,0,,,0,0,,0,0,0,,49.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,8.0,0,50.0,,0,0,0.0,0,0,0,73.1,54.3,0,10,0.0,0,13,1,84.6,11,64.6,2,18.2,0,10,0,0.0,10.0,0.91
Braylon Isom,188281,WR,MIAMI OH,4,2,0,221,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,66.7,57.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Brendon McQueen,191783,WR,MO STATE,3,2,0,230,0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,9.0,0,0.0,,0,0,,0,0,0,70.7,46.8,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0
Kelsey Johnson,158559,TE,BAYLOR,2,2,0,118,0,,0,,,0,0,,0,0,0,,53.2,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,16.0,0,0.0,,0,0,,0,0,0,,49.9,0,0,0.0,0,8,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0
Logan Diggs,147475,HB,OLE MISS,6,2,0,226,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,73.1,53.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Elijah Tau-Tolliver,147785,HB,MICH STATE,6,2,0,223,0,,0,,,0,0,,0,0,0,,52.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,8.2,28.4,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jordon Harris,175904,TE,MISSOURI,5,2,0,229,0,,0,,,0,0,,0,0,0,,48.0,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,0,0,70.7,51.1,0,7,12.5,1,8,1,87.5,7,95.8,1,14.3,0,7,4,4.0,7.0,1.0
Jordan McIntyre,148671,WR,COLO STATE,5,2,0,144,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,7.0,1,100.0,,0,0,0.0,0,1,0,70.7,55.9,0,9,0.0,0,12,1,91.7,11,104.2,1,9.1,0,9,2,2.0,9.0,0.82
Lonnie Adkism,175610,WR,SM HOUSTON,1,2,0,281,0,,0,,,0,0,,0,0,0,,52.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,53.5,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Riley Williams,170100,TE,OREGON ST,2,2,0,265,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,66.7,60.8,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Donovan Green,158648,TE,LSU,5,2,0,211,0,,0,,,0,0,,0,0,0,,40.9,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,14.5,0,100.0,,0,0,0.0,0,2,0,76.3,71.4,0,25,6.7,1,15,2,80.0,12,118.8,2,16.7,0,40,11,5.5,20.0,3.33
Antavious Murphy,188381,WR,GA SOUTHRN,2,2,0,174,0,-1.0,0,50.0,,0,0,0.0,0,1,0,81.5,91.3,0,11,0.0,0,2,1,100.0,2,66.7,2,100.0,0,11,14,14.0,11.0,5.5,-1.0,0,50.0,,0,0,0.0,0,1,0,66.7,59.2,0,11,0.0,0,12,1,91.7,11,66.7,2,18.2,0,11,14,14.0,11.0,1.0
Aziah Johnson,175464,WR,N CAROLINA,1,2,0,245,0,-2.5,0,50.0,,0,0,50.0,1,0,0,0.0,29.4,0,6,0.0,0,2,1,100.0,2,56.3,2,100.0,0,6,8,8.0,6.0,3.0,-2.0,0,100.0,,0,0,0.0,0,0,0,17.0,42.7,0,6,0.0,0,1,1,100.0,1,91.7,1,100.0,0,6,8,8.0,6.0,6.0
Suderian Harrison,175436,WR,VIRGINIA,3,2,0,335,0,-4.0,1,100.0,,0,0,0.0,0,1,0,86.7,97.7,0,56,0.0,0,2,2,100.0,2,118.8,2,100.0,0,62,70,35.0,31.0,31.0,-4.0,1,100.0,,0,0,0.0,0,1,0,70.7,73.4,0,56,0.0,0,5,2,100.0,5,118.8,2,40.0,0,62,70,35.0,31.0,12.4
Troy Stellato,144139,WR,KENTUCKY,3,2,0,202,0,-1.0,0,0.0,,0,0,100.0,1,0,0,0.0,21.9,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,2.5,0,0.0,,0,0,100.0,1,0,0,3.4,42.9,1,0,0.0,0,18,0,100.0,18,0.0,2,11.1,0,0,0,,,0.0
Reggie Branch II,150071,HB,MO STATE,4,2,0,230,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,66.7,59.0,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,
Jesse Anderson,175406,WR,PITTSBURGH,1,2,0,268,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,13.5,0,0.0,,0,0,100.0,1,0,0,16.4,45.8,0,0,0.0,0,4,0,100.0,4,39.6,2,50.0,0,0,0,,,0.0
Jordan Smart,152307,WR,ARK STATE,5,2,0,113,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,1.5,0,50.0,,0,0,0.0,0,0,0,70.7,51.2,0,3,0.0,0,23,1,100.0,23,56.3,2,8.7,0,3,5,5.0,3.0,0.13
Anthony Frias II,157762,HB,UCLA,4,2,0,324,0,1.0,1,100.0,,0,0,0.0,0,0,0,81.5,62.5,0,5,0.0,0,1,1,100.0,1,87.5,1,100.0,0,5,4,4.0,5.0,5.0,,0,,,0,0,,0,0,0,73.1,60.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jewlyen Roberts,190741,TE,TULSA,5,2,0,320,0,,0,,,0,0,,0,0,0,,41.2,0,0,16.7,1,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,0,0,73.1,48.4,0,9,0.0,0,19,1,89.5,17,104.2,1,5.9,0,9,5,5.0,9.0,0.53
Joseph McVay,188520,WR,VANDERBILT,4,2,0,333,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,70.7,53.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Malik Leverett,175194,WR,E CAROLINA,2,2,0,156,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,50.4,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Herschel Turner,191372,HB,NEVADA,6,2,0,239,0,-8.0,0,100.0,,0,0,0.0,0,0,0,81.5,55.1,0,-4,0.0,0,6,1,100.0,6,79.2,1,16.7,0,-4,4,4.0,-4.0,-0.67,,0,,,0,0,,0,0,0,73.1,55.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
AJ Johnson,168341,WR,UAB,5,2,0,321,0,,0,,,0,0,,0,0,0,,48.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,15.0,1,50.0,100.0,1,1,0.0,0,1,0,66.7,55.8,0,21,0.0,0,13,1,100.0,13,87.5,2,15.4,0,21,11,11.0,21.0,1.62
Floyd Chalk IV,167095,HB,S JOSE ST,4,2,0,285,0,-6.5,0,100.0,,0,0,0.0,0,0,0,86.7,65.8,0,1,14.3,1,7,2,85.7,6,79.2,2,33.3,0,0,13,6.5,0.0,0.0,,0,,,0,0,,0,0,0,74.9,55.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Artis Cole,173511,WR,RICE,2,2,0,275,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,46.8,0,4,0.0,0,13,1,100.0,13,83.3,1,7.7,0,4,5,5.0,4.0,0.31,,0,,,0,0,,0,0,0,66.7,51.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Darius Copeland,174926,WR,LIBERTY,5,2,0,206,0,-4.0,1,100.0,,0,0,0.0,0,1,0,81.5,91.7,0,2,0.0,0,2,1,100.0,2,79.2,1,50.0,0,2,6,6.0,2.0,1.0,17.0,0,0.0,,0,0,,0,0,0,,51.1,0,0,0.0,0,11,0,100.0,11,39.6,1,9.1,0,0,0,,,0.0
Ryan Wolfer,188830,TE,S DIEGO ST,5,2,0,284,0,,0,,,0,0,,0,0,0,,50.7,0,0,33.3,1,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,59.0,0,0,0.0,0,11,0,81.8,9,0.0,0,0.0,0,0,0,,,0.0
Tyseer Denmark,191333,WR,PENN STATE,1,2,0,266,0,-5.0,0,100.0,,0,0,0.0,0,0,0,81.5,59.6,0,6,0.0,0,2,1,100.0,2,91.7,1,50.0,0,6,11,11.0,6.0,3.0,3.0,0,100.0,100.0,1,1,0.0,0,0,0,74.9,57.1,0,11,0.0,0,7,2,100.0,7,102.1,2,28.6,0,17,11,5.5,8.5,2.43
Kojo Antwi,162859,WR,COLO STATE,4,2,0,144,0,,0,,,0,0,,0,0,0,,49.5,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.1,50.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Dallan Hayden,162865,HB,COLORADO,5,2,0,143,0,,0,,,0,0,,0,0,0,,48.2,0,0,18.2,2,11,0,81.8,9,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,60.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Micah Barnett,162988,TE,RICE,7,2,0,275,0,,0,,,0,0,,0,0,0,,36.3,0,0,37.5,9,24,0,58.3,14,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Caden Creel,170414,QB,JVILLE ST,6,2,0,196,0,-3.0,0,0.0,,0,0,,0,0,0,,51.4,0,0,0.0,0,15,0,6.7,1,39.6,1,100.0,0,0,0,,,0.0,-3.0,0,0.0,,0,0,,0,0,0,,57.1,0,0,0.0,0,2,0,50.0,1,39.6,1,100.0,0,0,0,,,0.0
Cole Tabb,188876,HB,STANFORD,5,2,0,300,0,,0,,,0,0,,0,0,0,,54.5,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,70.7,58.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Brennan Ridley,189014,WR,BOWL GREEN,6,2,0,122,0,3.0,0,100.0,,0,0,0.0,0,1,0,81.5,83.7,0,13,0.0,0,4,1,100.0,4,118.8,1,25.0,0,13,10,10.0,13.0,3.25,,0,,,0,0,,0,0,0,73.1,61.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Zeke Wimbush,174803,TE,VA TECH,4,2,0,337,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,8.0,0,0.0,0.0,0,1,,0,0,0,,45.1,0,0,0.0,0,17,0,82.4,14,39.6,1,7.1,0,0,0,,,0.0
Addison Ostrenga,156430,TE,IOWA,2,2,0,192,0,,0,,,0,0,,0,0,0,,49.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,21.0,0,0.0,0.0,0,1,,0,0,0,66.7,51.7,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0
Maximus Webster,163100,TE,BALL ST,6,2,0,117,0,-4.5,1,100.0,,0,0,0.0,0,1,0,86.7,81.5,0,13,0.0,0,7,2,85.7,6,93.8,2,33.3,0,13,22,11.0,6.5,2.17,,0,,,0,0,,0,0,0,66.7,54.6,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0
Sam Mbake,163638,WR,APP STATE,2,2,0,108,0,,0,,,0,0,,0,0,0,,51.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4.5,0,100.0,,0,0,0.0,0,1,0,77.5,69.3,0,24,0.0,0,6,2,100.0,6,118.8,2,33.3,0,31,22,11.0,15.5,5.17
Danny Lewis Jr.,163600,TE,ALABAMA,3,2,0,103,0,,0,,,0,0,,0,0,0,,49.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,2.0,0,100.0,,0,0,0.0,0,0,0,74.9,65.8,0,6,20.0,1,5,1,80.0,4,91.7,1,25.0,0,6,4,4.0,6.0,1.5
Davis Dalton,163558,WR,SO MISS,5,2,0,296,0,,0,,,0,0,,0,0,0,,46.9,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.1,56.9,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0
Jariel Cobb,204765,HB,CHARLOTTE,2,2,0,136,0,-2.5,1,50.0,,0,0,0.0,0,0,0,81.5,82.8,0,10,0.0,0,3,1,100.0,3,64.6,2,66.7,0,10,14,14.0,10.0,3.33,,0,,,0,0,,0,0,0,70.7,64.4,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Henry Dryden,204752,TE,C MICHIGAN,6,2,0,134,0,,0,,,0,0,,0,0,0,,38.7,0,0,33.3,3,9,0,66.7,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,46.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Michael Turner,204473,HB,BAYLOR,4,2,0,118,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.9,55.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Theo Elwell,189483,TE,NAVY,2,2,0,237,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,29.0,0,0.0,,0,0,,0,0,0,,55.7,1,0,0.0,0,2,0,100.0,2,0.0,1,50.0,0,0,0,,,0.0
Jackson Gutierrez,189488,QB,NAVY,4,2,0,237,0,,0,,,0,0,,0,0,0,,54.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,67.7,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Charles Robinson,189515,HB,NAVY,5,2,0,237,0,,0,,,0,0,,0,0,0,,49.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,53.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Daunte Bacheyie,204295,WR,SYRACUSE,2,2,0,304,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.1,67.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Winn Sharp,191017,WR,BOWL GREEN,4,2,0,122,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,52.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Kourdey Glass,204246,HB,OREGON ST,2,2,0,265,0,-2.5,1,100.0,,0,0,0.0,0,0,0,86.7,92.4,0,7,0.0,0,3,2,100.0,3,87.5,2,66.7,0,10,15,7.5,5.0,3.33,,0,,,0,0,,0,0,0,73.1,80.5,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Qumonte Williams Jr.,203984,WR,BOISE ST,5,2,0,120,0,,0,,,0,0,,0,0,0,,48.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,13.0,0,0.0,,0,0,,0,0,0,,52.2,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0
Noah Moeaki,189649,TE,BYU,2,2,0,128,0,,0,,,0,0,,0,0,0,,45.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,52.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Grant Page,157692,WR,SO MISS,4,2,0,296,0,,0,,,0,0,,0,0,0,,49.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0
Eli Jacon-Duffy,191009,TE,BOWL GREEN,6,2,0,122,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,50.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Bennett Christian,156482,TE,OHIO STATE,5,2,0,260,0,,0,,,0,0,,0,0,0,,46.1,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,54.0,0,0,20.0,1,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0
Brock Schott,200168,TE,MIAMI FL,1,2,0,220,0,-0.5,2,100.0,,0,0,0.0,0,2,0,86.7,98.0,0,14,0.0,0,3,2,100.0,3,116.7,2,66.7,0,24,25,12.5,12.0,8.0,,0,,,0,0,,0,0,0,70.7,81.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Naeshaun Montgomery,200138,WR,FLORIDA,1,2,0,163,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,59.8,0,7,0.0,0,2,1,100.0,2,95.8,1,50.0,0,7,11,11.0,7.0,3.5,1.5,2,100.0,,0,0,0.0,0,1,0,74.9,73.0,0,12,0.0,0,7,2,100.0,7,106.3,2,28.6,0,19,16,8.0,9.5,2.71
Taz Williams Jr.,200110,WR,BAYLOR,1,2,0,118,0,,0,,,0,0,,0,0,0,,50.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,67.5,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jacorey Watson,200109,WR,BAYLOR,1,2,0,118,0,-1.5,0,100.0,,0,0,0.0,0,0,0,86.7,62.6,0,4,0.0,0,2,2,100.0,2,79.2,2,100.0,0,6,9,4.5,3.0,3.0,-2.0,0,100.0,,0,0,0.0,0,0,0,73.1,56.8,0,2,0.0,0,5,1,100.0,5,79.2,1,20.0,0,2,4,4.0,2.0,0.4
Hayden Hagler,121732,TE,MO STATE,3,2,0,230,0,,0,,,0,0,,0,0,0,,43.1,0,0,20.0,1,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,59.2,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Connor Cox,174320,TE,N CAROLINA,4,2,0,245,0,,0,,,0,0,,0,0,0,,43.2,0,0,33.3,4,12,0,66.7,8,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,49.0,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0
Jackson Wade,174267,WR,FLORIDA,1,2,0,163,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Conor Booth,199798,HB,NEBRASKA,2,2,0,238,0,,0,,,0,0,,0,0,0,,53.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.9,71.2,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Caleb Williams,170126,HB,PITTSBURGH,2,2,0,268,0,,0,,,0,0,,0,0,0,,51.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.9,61.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
