player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jaden Hart,183374,HB,SYRACUSE,3,3,0,304,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,76.5,0,4,0.0,0,2,1,100.0,2,83.3,1,50.0,0,4,5,5.0,4.0,2.0,,0,,,0,0,,0,0,0,74.9,60.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jet Thompson,158368,WR,UTEP,4,3,0,330,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,,45.3,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Terrance Gibbs,158348,HB,GA SOUTHRN,4,3,0,174,0,,0,,,0,0,,0,0,0,,48.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.9,64.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Dylan Edwards,171893,HB,KANSAS ST,3,3,0,199,0,-2.5,0,100.0,,0,0,0.0,0,1,0,86.7,96.4,0,13,0.0,0,4,2,100.0,4,91.7,2,50.0,0,12,17,8.5,6.0,3.0,0.0,0,100.0,,0,0,0.0,0,1,0,77.5,69.8,0,13,0.0,0,5,1,100.0,5,118.8,1,20.0,0,13,13,13.0,13.0,2.6
Jovesa Damuni,183763,HB,BYU,2,3,0,128,0,-4.0,2,100.0,,0,0,0.0,0,0,0,86.7,83.2,0,13,25.0,1,4,2,75.0,3,95.8,2,66.7,0,14,22,11.0,7.0,4.67,-5.0,1,100.0,,0,0,0.0,0,0,1,78.5,28.5,0,4,0.0,0,3,2,100.0,3,79.2,2,66.7,0,5,15,7.5,2.5,1.67
Nate Palmer,183835,HB,TCU,4,3,0,305,0,-6.0,1,100.0,,0,0,0.0,0,0,0,81.5,64.8,0,1,0.0,0,6,1,100.0,6,79.2,1,16.7,0,1,7,7.0,1.0,0.17,,0,,,0,0,,0,0,0,31.6,41.0,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Luke Voorhees,145975,TE,BOISE ST,6,3,0,120,0,,0,,,0,0,,0,0,0,,43.4,0,0,60.0,3,5,0,40.0,2,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,100.0,1,1,0.0,0,1,0,70.7,66.4,0,7,0.0,0,4,1,100.0,4,95.8,1,25.0,0,7,1,1.0,7.0,1.75
Connor Jones,145905,TE,TOLEDO,6,3,0,316,0,,0,,,0,0,,0,0,0,,48.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,68.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Antonio Floyd,184048,WR,E MICHIGAN,2,3,0,160,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,70.7,53.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Andreas Paaske,145747,TE,ARKANSAS,5,3,0,111,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,70.7,82.5,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,
Tashi Braceful,184123,WR,TOLEDO,2,3,0,316,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,66.7,69.0,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,
Greg Burrell,184204,HB,TEXAS ST,5,3,0,314,0,-4.0,0,100.0,,0,0,0.0,0,1,0,81.5,68.3,0,21,0.0,0,10,1,100.0,10,118.8,1,10.0,0,21,25,25.0,21.0,2.1,,0,,,0,0,,0,0,0,77.5,58.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Carmelo Mays,184284,WR,GA SOUTHRN,1,3,0,174,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,24.5,56.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Lane Wadle,184299,TE,GA STATE,6,3,0,175,0,,0,,,0,0,,0,0,0,,43.6,0,0,12.5,1,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,1,0,73.1,62.3,0,17,0.0,0,8,1,87.5,7,118.8,1,14.3,0,17,12,12.0,17.0,2.43
River Helms,145539,TE,GA SOUTHRN,1,3,0,174,0,,0,,,0,0,,0,0,0,,43.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,24.0,0,0.0,,0,0,,0,0,0,,51.7,0,0,0.0,0,5,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0
Trae Swartz,184377,TE,TROY,6,3,0,318,0,,0,,,0,0,,0,0,0,,34.1,0,0,20.0,2,10,0,80.0,8,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,50.3,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Chuck Montgomery,145265,WR,SO MISS,4,3,0,296,0,-4.0,1,100.0,,0,0,0.0,0,0,0,81.5,52.0,0,2,0.0,0,5,1,100.0,5,79.2,1,20.0,0,2,6,6.0,2.0,0.4,-0.7,1,100.0,,0,0,0.0,0,1,0,76.3,57.6,0,11,0.0,0,25,3,84.0,21,87.5,3,14.3,0,15,17,5.7,5.0,0.71
Marquis Crosby,145241,HB,OREGON ST,3,3,0,265,0,-5.0,0,100.0,,0,0,0.0,0,0,0,81.5,62.8,0,6,0.0,0,1,1,100.0,1,91.7,1,100.0,0,6,11,11.0,6.0,6.0,-5.0,0,100.0,,0,0,0.0,0,0,0,39.5,52.0,0,6,0.0,0,1,1,100.0,1,91.7,1,100.0,0,6,11,11.0,6.0,6.0
Jelani Watkins,184469,WR,LSU,2,3,0,211,0,-3.0,0,100.0,,0,0,0.0,0,1,0,86.7,85.6,0,15,0.0,0,3,2,100.0,3,110.4,2,66.7,0,21,27,13.5,10.5,7.0,,0,,,0,0,,0,0,0,70.7,61.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Jordan Anderson,158194,TE,ILLINOIS,4,3,0,187,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,59.2,0,4,0.0,0,3,1,100.0,3,83.3,1,33.3,0,4,8,8.0,4.0,1.33,,0,,,0,0,,0,0,0,74.9,59.3,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0
Jackson Acker,145157,TE,WISCONSIN,6,3,0,349,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,91.7,0,8,22.2,2,9,1,66.7,6,100.0,1,16.7,0,8,10,10.0,8.0,1.33,,0,,,0,0,,0,0,0,66.7,55.3,0,0,30.0,3,10,0,60.0,6,0.0,0,0.0,0,0,0,,,0.0
Daniel Hill,184536,HB,ALABAMA,5,3,0,103,0,,0,,,0,0,,0,0,0,,43.5,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,2.0,0,100.0,,0,0,0.0,0,1,0,77.5,72.5,0,1,0.0,0,1,1,100.0,1,118.8,1,100.0,1,1,0,0.0,1.0,1.0
Calvin Johnson II,145043,WR,TULSA,5,3,0,320,0,,0,,,0,0,,0,0,0,,48.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,9.5,0,100.0,,0,0,0.0,0,1,0,74.9,64.9,0,16,0.0,0,10,2,80.0,8,118.8,2,25.0,0,25,6,3.0,12.5,3.13
Johnnie Daniels,184755,HB,MISS STATE,2,3,0,227,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,72.0,0,4,0.0,0,3,1,100.0,3,83.3,1,33.3,0,4,7,7.0,4.0,1.33,,0,,,0,0,,0,0,0,73.1,66.4,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Cooper Alexander,184824,TE,IOWA STATE,6,3,0,193,0,,0,,,0,0,,0,0,0,,47.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,3.0,0,0.0,0.0,0,1,,0,0,0,66.7,52.7,0,0,0.0,0,16,0,93.8,15,39.6,1,6.7,0,0,0,,,0.0
Jay Harris,184848,HB,OREGON,4,3,0,264,0,-7.0,1,100.0,,0,0,0.0,0,0,0,81.5,73.0,0,1,0.0,0,3,1,100.0,3,79.2,1,33.3,0,1,8,8.0,1.0,0.33,,0,,,0,0,,0,0,0,74.9,72.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Peyton Lewis,184885,HB,TENNESSEE,6,3,0,307,0,-3.0,0,0.0,,0,0,100.0,1,0,0,0.0,23.1,0,0,14.3,1,7,0,71.4,5,39.6,1,20.0,0,0,0,,,0.0,-1.0,0,0.0,,0,0,100.0,1,0,0,0.0,27.8,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0
Evan Dickens,170066,HB,LIBERTY,5,3,0,206,0,-3.5,0,100.0,,0,0,0.0,0,1,0,86.7,97.8,0,24,0.0,0,7,2,100.0,7,158.3,2,28.6,1,32,39,19.5,16.0,4.57,-5.0,0,100.0,,0,0,0.0,0,0,0,77.5,74.0,0,8,0.0,0,4,1,100.0,4,100.0,1,25.0,0,8,13,13.0,8.0,2.0
NaQuari Rogers,160350,HB,UTAH,6,3,0,328,0,,0,,,0,0,,0,0,0,,44.6,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,50.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Jordan Jackson,188067,WR,KENNESAW,6,3,0,200,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,51.9,0,5,0.0,0,7,1,100.0,7,87.5,1,14.3,0,5,5,5.0,5.0,0.71,18.0,0,50.0,,0,0,0.0,0,0,0,73.1,61.2,0,5,0.0,0,5,1,100.0,5,56.3,2,40.0,0,5,5,5.0,5.0,1.0
Terrence Smith,188214,WR,UCONN,4,3,0,146,0,-4.3,1,100.0,,0,0,0.0,0,0,0,90.0,61.1,0,7,0.0,0,5,3,100.0,5,83.3,3,60.0,0,12,25,8.3,4.0,2.4,-4.3,1,100.0,,0,0,0.0,0,0,0,77.5,56.9,0,7,0.0,0,9,3,100.0,9,83.3,3,33.3,0,12,25,8.3,4.0,1.33
Jo'Shon Barbie,160174,HB,MARSHALL,3,3,0,214,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,52.2,0,3,0.0,0,7,1,100.0,7,79.2,1,14.3,0,3,7,7.0,3.0,0.43,,0,,,0,0,,0,0,0,76.3,58.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Zacharyus Williams,188305,WR,USC,2,3,0,326,0,,0,,,0,0,,0,0,0,,48.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,31.0,0,100.0,,0,0,0.0,0,1,0,77.5,70.6,0,61,0.0,0,3,1,66.7,2,118.8,1,50.0,0,61,30,30.0,61.0,30.5
Jamezell Lassiter,188518,HB,VANDERBILT,3,3,0,333,0,-1.7,4,100.0,,0,0,0.0,0,2,0,90.0,96.3,0,26,0.0,0,3,3,100.0,3,118.8,3,100.0,0,43,48,16.0,14.3,14.33,,0,,,0,0,,0,0,0,74.9,89.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Koi Perich,188710,S,MINNESOTA,3,3,0,225,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,73.1,80.1,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,
Da'Wain Lofton,144089,WR,OKLA STATE,1,3,0,262,0,-1.0,0,0.0,,0,0,,0,0,0,,50.1,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,-1.0,0,0.0,,0,0,,0,0,0,70.7,66.9,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0
Sterling Lockett,157758,WR,KANSAS ST,6,3,0,199,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,13.0,0,100.0,,0,0,0.0,0,1,0,70.7,53.0,0,13,0.0,0,22,1,100.0,22,118.8,1,4.5,0,13,0,0.0,13.0,0.59
Colton Hinton,172651,WR,COAST CAR,4,3,0,141,0,-3.0,1,100.0,,0,0,0.0,0,0,0,90.0,59.3,0,4,0.0,0,6,3,100.0,6,79.2,3,50.0,0,8,17,5.7,2.7,1.33,-2.5,1,100.0,,0,0,0.0,0,0,0,77.5,54.4,0,4,0.0,0,21,2,95.2,20,79.2,2,10.0,0,6,11,5.5,3.0,0.3
Reece Vander Zee,189694,WR,IOWA,1,3,0,192,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,11.0,0,100.0,,0,0,0.0,0,0,0,76.3,78.0,0,11,0.0,0,1,1,100.0,1,112.5,1,100.0,0,11,0,0.0,11.0,11.0
Fred Robertson,189826,HB,LA TECH,4,3,0,208,0,,0,,,0,0,,0,0,0,,51.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,-1.0,0,100.0,,0,0,0.0,0,0,0,73.1,59.1,0,5,0.0,0,3,1,100.0,3,87.5,1,33.3,0,5,6,6.0,5.0,1.67
Keron Milton,189967,WR,GA STATE,4,3,0,175,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.4,0,3,0.0,0,3,1,100.0,3,79.2,1,33.3,0,3,6,6.0,3.0,1.0,-3.0,0,100.0,,0,0,0.0,0,0,0,73.1,58.4,0,3,0.0,0,4,1,100.0,4,79.2,1,25.0,0,3,6,6.0,3.0,0.75
Ahmad Hardy,190013,HB,MISSOURI,6,3,0,229,0,,0,,,0,0,,0,0,0,,44.8,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,76.3,51.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Harrison Saint Germain,157647,TE,VA TECH,3,3,0,337,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,4.0,0,100.0,,0,0,0.0,0,2,0,77.5,76.8,0,9,0.0,0,11,2,100.0,11,102.1,2,18.2,0,17,9,4.5,8.5,1.55
Jordyn Bailey,173127,WR,TCU,1,3,0,305,0,-3.5,0,50.0,,0,0,0.0,0,0,0,81.5,53.0,1,4,0.0,0,4,1,100.0,4,16.7,2,50.0,0,4,8,8.0,4.0,1.0,-3.5,0,50.0,,0,0,0.0,0,0,0,70.7,52.0,1,4,0.0,0,9,1,100.0,9,16.7,2,22.2,0,4,8,8.0,4.0,0.44
Justin Wolf,142695,TE,W KENTUCKY,6,3,0,346,0,,0,,,0,0,,0,0,0,,45.6,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,5.0,0,0.0,,0,0,,0,0,0,70.7,50.5,0,0,4.8,1,21,0,85.7,18,39.6,1,5.6,0,0,0,,,0.0
Amir Jackson,190273,TE,FLORIDA,5,3,0,163,0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.7,59.9,0,0,10.0,1,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0
Freddie Brock IV,142276,HB,OKLA STATE,3,3,0,262,0,-7.0,0,100.0,,0,0,0.0,0,0,0,81.5,63.9,0,0,0.0,0,6,1,100.0,6,79.2,1,16.7,0,0,7,7.0,0.0,0.0,,0,,,0,0,,0,0,0,74.9,55.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Jahiem White,173192,HB,W VIRGINIA,2,3,0,343,0,-5.5,1,100.0,,0,0,0.0,0,0,0,86.7,70.1,0,13,0.0,0,2,2,100.0,2,100.0,2,100.0,0,16,27,13.5,8.0,8.0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.5,60.4,0,3,0.0,0,3,1,100.0,3,79.2,1,33.3,0,3,8,8.0,3.0,1.0
Jose Leon,190397,WR,APP STATE,1,3,0,108,0,-1.5,2,100.0,,0,0,0.0,0,0,0,86.7,64.5,0,7,0.0,0,2,2,100.0,2,81.3,2,100.0,0,7,10,5.0,3.5,3.5,2.5,0,100.0,,0,0,0.0,0,0,0,77.5,62.1,0,5,0.0,0,4,2,100.0,4,79.2,2,50.0,0,5,0,0.0,2.5,1.25
Amaree Williams,190580,TE,FLORIDA ST,4,3,0,167,0,-2.0,1,100.0,,0,0,0.0,0,1,0,81.5,99.6,0,35,25.0,1,4,1,75.0,3,158.3,1,33.3,1,35,37,37.0,35.0,11.67,7.0,1,100.0,,0,0,0.0,0,1,0,73.1,70.9,0,16,0.0,0,9,1,100.0,9,118.8,1,11.1,0,16,9,9.0,16.0,1.78
Frank Bierman,157486,TE,MINNESOTA,6,3,0,225,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,,52.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Duke Watson,190596,HB,LOUISVILLE,4,3,0,210,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,65.8,0,6,0.0,0,4,1,100.0,4,91.7,1,25.0,0,6,6,6.0,6.0,1.5,,0,,,0,0,,0,0,0,74.9,65.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jalen John,131577,HB,COAST CAR,5,3,0,141,0,,0,,,0,0,,0,0,0,,48.1,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,76.3,67.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Jayden Becks,131443,HB,N TEXAS,4,3,0,251,0,-3.5,0,100.0,,0,0,33.3,1,0,0,13.6,26.5,0,8,0.0,0,5,2,100.0,5,93.8,2,40.0,0,13,20,10.0,6.5,2.6,,0,,,0,0,,0,0,0,34.2,42.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Gabe Glover,204935,WR,JVILLE ST,5,3,0,196,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.9,0,7,0.0,0,4,1,100.0,4,95.8,1,25.0,0,7,10,10.0,7.0,1.75,-3.0,0,100.0,,0,0,0.0,0,0,0,8.2,42.3,0,7,0.0,0,2,1,100.0,2,95.8,1,50.0,0,7,10,10.0,7.0,3.5
Jordan Marshall,190837,HB,MICHIGAN,6,3,0,222,0,-1.0,2,100.0,,0,0,0.0,0,0,0,81.5,73.9,0,16,0.0,0,6,1,100.0,6,118.8,1,16.7,0,16,17,17.0,16.0,2.67,,0,,,0,0,,0,0,0,76.3,55.5,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0
Makhi Hughes,158417,HB,OREGON,4,2,0,264,0,,0,,,0,0,,0,0,0,,50.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.1,55.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Garrett Mmahat,158421,WR,TULANE,1,2,0,319,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,12.0,0,100.0,,0,0,0.0,0,1,0,70.7,79.2,0,15,0.0,0,2,1,100.0,2,118.8,1,50.0,0,15,3,3.0,15.0,7.5
Jacob Stewart,184878,TE,LOUISVILLE,3,2,0,210,0,,0,,,0,0,,0,0,0,,53.0,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,51.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Marshall Pritchett,198085,TE,ALABAMA,1,2,0,103,0,-1.0,1,100.0,,0,0,0.0,0,0,0,81.5,57.5,0,1,0.0,0,2,1,100.0,2,79.2,1,50.0,0,1,2,2.0,1.0,0.5,-1.0,1,100.0,,0,0,0.0,0,0,0,76.3,72.8,0,1,0.0,0,5,1,100.0,5,79.2,1,20.0,0,1,2,2.0,1.0,0.2
Dino Kaliakmanis,144978,WR,RUTGERS,1,2,0,278,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,70.7,74.0,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Max Bredeson,144930,TE,MICHIGAN,6,2,0,222,0,,0,,,0,0,,0,0,0,,44.7,0,0,22.2,2,9,0,77.8,7,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,47.9,0,0,9.1,1,11,0,72.7,8,0.0,0,0.0,0,0,0,,,0.0
Kelby Valsin,173653,WR,TEXAS TECH,3,2,0,315,0,-3.0,1,100.0,,0,0,0.0,0,0,0,81.5,83.6,0,7,0.0,0,4,1,100.0,4,95.8,1,25.0,0,7,10,10.0,7.0,1.75,4.5,1,100.0,,0,0,0.0,0,1,0,74.9,74.4,0,18,0.0,0,9,2,100.0,9,118.8,2,22.2,0,25,16,8.0,12.5,2.78
David Kasemervisz,146367,WR,RICE,5,2,0,275,0,-1.5,0,100.0,,0,0,0.0,0,1,0,86.7,73.9,0,5,0.0,0,6,2,100.0,6,79.2,2,33.3,0,6,9,4.5,3.0,1.0,,0,,,0,0,,0,0,0,70.7,58.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Ezavier Staples,146389,WR,UCLA,3,2,0,324,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,70.7,62.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Price Morgan,184907,WR,TEXAS TECH,2,2,0,315,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,9.5,0,50.0,,0,0,0.0,0,1,0,66.7,57.7,0,12,0.0,0,6,1,83.3,5,68.8,2,40.0,0,12,5,5.0,12.0,2.4
David Eziomume,183196,HB,CLEMSON,6,2,0,140,0,,0,,,0,0,,0,0,0,,51.7,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.1,55.8,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Tyler Mason,184937,HB,VA TECH,2,2,0,337,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,62.5,0,-7,0.0,0,1,1,100.0,1,79.2,1,100.0,0,-7,-3,-3.0,-7.0,-7.0,,0,,,0,0,,0,0,0,70.7,60.5,0,0,0.0,0,1,0,0.0,0,0.0,0,,0,0,0,,,
Simon Mapa,205203,TE,NEW MEXICO,6,2,0,241,0,,0,,,0,0,,0,0,0,,44.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,65.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Tylor Latham,182289,HB,AIR FORCE,6,2,0,101,0,,0,,,0,0,,0,0,0,,49.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,0,0,66.7,54.9,0,5,0.0,0,3,1,100.0,3,87.5,1,33.3,0,5,0,0.0,5.0,1.67
Micah Woods,171218,WR,S ALABAMA,4,2,0,288,0,-4.0,1,100.0,,0,0,0.0,0,1,0,81.5,90.5,0,33,0.0,0,6,1,66.7,4,158.3,1,25.0,1,33,37,37.0,33.0,8.25,-4.0,1,100.0,,0,0,0.0,0,1,0,73.1,59.9,0,33,0.0,0,4,1,75.0,3,158.3,1,33.3,1,33,37,37.0,33.0,11.0
Chauncey Magwood,146734,WR,PURDUE,2,2,0,273,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.4,0,2,0.0,0,4,1,100.0,4,79.2,1,25.0,0,2,6,6.0,2.0,0.5,-4.0,0,100.0,,0,0,0.0,0,0,0,74.9,60.0,0,2,0.0,0,8,1,100.0,8,79.2,1,12.5,0,2,6,6.0,2.0,0.25
Jaylon Glover,158484,HB,UNLV,6,2,0,325,0,,0,,,0,0,,0,0,0,,50.7,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.7,39.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Jamel Hardy Jr.,176490,WR,UTSA,2,2,0,331,0,,0,,,0,0,,0,0,0,,47.7,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.1,61.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Mike Wright Jr.,124366,QB,E CAROLINA,3,2,0,156,0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,4,0,25.0,1,0.0,0,0.0,0,0,0,,,0.0,-4.5,1,100.0,,0,0,0.0,0,0,0,76.3,60.5,0,4,0.0,0,3,2,100.0,3,81.3,2,66.7,0,7,16,8.0,3.5,2.33
Landon Baptiste,176334,WR,LA LAFAYET,5,2,0,207,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,10.9,48.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Adam Hrynciw,186427,WR,AIR FORCE,3,2,0,101,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
