player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Elijah Baldwin,188306,ED,UTEP,6,23,0,330,0,-1.0,100.0,15.6,5.0,5.0,0,0,0.0,43.6,0,30,0.0,0,0,118.8,1,5,21.7,32,0,1,1,0,30,31,6.0,30.0,0,0,1.3,100.0,33.3,5.0,5.0,0,0,0.0,45.7,0,8,0.0,0,0,91.7,3,16,69.6,48,1,1,3,0,18,14,1.2,6.0
Ashton Coker,188308,DI,UTEP,6,1,0,330,0,,,3.0,,,0,0,,60.4,0,,,0,0,0.0,0,1,100.0,33,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,52,0,0,0,0,0,0,,
Justin Content,188309,CB,UTEP,6,141,0,330,0,18.0,33.3,92.9,12.3,4.1,0,1,11.1,63.0,1,20,0.0,0,1,39.8,3,39,27.7,42,1,2,9,1,26,1,0.7,8.7,0,2,13.0,80.0,100.0,10.4,8.3,0,1,10.0,56.6,0,52,25.0,3,1,149.2,8,85,60.3,85,2,7,10,1,118,7,1.4,14.8
Stratton Shufelt,188322,LB,UTEP,3,17,0,330,0,16.0,0.0,57.1,,3.0,0,1,100.0,76.9,0,,,0,1,39.6,0,4,23.5,7,0,0,1,0,0,0,0.0,,0,0,7.0,100.0,84.6,5.5,5.5,0,0,0.0,42.6,0,35,0.0,0,0,158.3,2,11,64.7,13,1,1,2,1,55,41,5.0,27.5
Ekow Taylor,188325,ED,UTEP,4,5,0,330,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,27.3,,,0,0,,63.7,0,,0.0,0,0,0.0,0,3,60.0,11,1,1,0,0,0,0,0.0,
Brandon Barnes,188330,S,ARK STATE,6,184,0,113,0,15.0,100.0,100.0,20.0,20.0,0,0,0.0,59.7,0,8,,0,0,139.6,1,22,12.0,22,0,0,1,1,8,0,0.4,8.0,0,1,11.8,75.0,99.2,13.7,10.3,1,0,0.0,36.4,0,54,30.8,4,0,156.3,9,128,69.6,129,1,8,12,3,191,108,1.6,21.2
Braden Jackson,188342,CB,ARK STATE,2,5,0,113,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,22.5,50.0,100.0,4.0,2.0,0,0,0.0,32.6,0,16,0.0,0,0,77.1,1,4,80.0,4,0,1,2,0,16,1,4.0,16.0
Kyle Williams,188366,CB,ARK STATE,4,21,0,113,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,9.5,2,0,0,0,0,0,0,0.0,,0,1,7.7,100.0,100.0,4.0,4.0,0,0,0.0,61.4,0,18,20.0,1,0,116.7,3,12,57.1,12,1,3,3,0,36,13,3.0,12.0
CJ Allen Jr.,188368,LB,GA SOUTHRN,3,21,0,174,0,1.0,100.0,75.0,3.0,3.0,0,0,0.0,61.2,0,1,,0,0,79.2,1,3,14.3,4,1,0,1,0,1,0,0.3,1.0,0,1,7.0,50.0,100.0,15.0,7.5,0,0,0.0,50.1,0,7,0.0,0,0,58.3,1,16,76.2,16,0,0,2,0,7,8,0.5,7.0
Jaylen Bentley,188371,S,GA SOUTHRN,2,19,0,174,0,14.0,0.0,100.0,,2.0,0,0,0.0,49.9,0,,,0,0,39.6,0,3,15.8,3,0,0,1,0,0,0,0.0,,0,0,11.3,100.0,93.3,4.3,4.3,0,0,0.0,31.0,0,61,0.0,0,0,158.3,3,14,73.7,15,0,1,3,1,99,65,7.6,33.0
Jaquari Brown,188372,CB,GA SOUTHRN,5,64,0,174,0,10.7,66.7,100.0,5.0,3.3,0,0,0.0,58.8,0,56,0.0,0,0,149.3,2,10,15.6,10,0,1,3,1,64,58,6.4,32.0,0,0,9.9,57.1,100.0,12.3,7.0,0,2,28.6,75.1,0,19,0.0,0,2,75.9,4,50,78.1,50,1,5,7,0,44,11,0.9,11.0
Devin Collier,188374,S,GA SOUTHRN,6,61,0,174,0,2.0,0.0,93.8,,14.0,0,0,0.0,56.8,0,,0.0,0,0,39.6,0,15,24.6,16,0,2,1,0,0,0,0.0,,0,2,42.0,0.0,100.0,,40.0,0,0,0.0,72.5,0,,0.0,0,0,39.6,0,42,68.9,42,0,5,1,0,0,0,0.0,
Phillip Gladney,188376,S,GA SOUTHRN,3,23,0,174,0,,,66.7,,,0,0,,61.3,0,,100.0,1,0,0.0,0,2,8.7,3,0,0,0,0,0,0,0.0,,0,0,8.4,80.0,100.0,5.0,4.0,0,1,20.0,73.3,0,14,50.0,2,1,85.0,4,21,91.3,21,1,2,5,0,22,16,1.1,5.5
Elijah McDowell,188380,CB,GA SOUTHRN,1,12,0,174,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,16.7,2,0,0,0,0,0,0,0.0,,0,0,9.0,50.0,100.0,7.0,3.5,0,0,0.0,44.3,0,4,0.0,0,0,56.3,1,8,66.7,8,1,1,2,0,4,3,0.6,4.0
Nazaiah Caravallo,188391,ED,HAWAII,3,1,0,180,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Taylor Powell,188429,S,N ILLINOIS,4,21,0,254,0,-3.0,100.0,81.8,8.0,8.0,0,0,0.0,64.3,0,4,,0,0,83.3,1,9,42.9,11,0,0,1,0,4,7,0.5,4.0,0,0,8.7,66.7,100.0,5.5,3.7,0,0,0.0,51.8,0,5,0.0,0,0,70.1,2,12,57.1,12,0,1,3,0,3,4,0.3,1.5
Dev'ion Reynolds,188430,CB,N ILLINOIS,6,52,0,254,0,7.5,50.0,100.0,10.0,5.0,0,0,0.0,66.5,0,8,0.0,0,0,60.4,1,12,23.1,12,1,3,2,0,8,1,0.8,8.0,0,0,28.3,50.0,100.0,14.5,7.3,0,0,0.0,45.0,0,45,0.0,0,0,95.8,2,32,61.5,32,0,1,4,0,60,0,2.1,30.0
JT Haskins,188456,S,OHIO,1,2,0,259,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Jaylen Allen,188481,CB,UNLV,1,14,0,325,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,100.0,100.0,12.0,12.0,0,0,0.0,68.0,0,8,0.0,0,0,100.0,1,13,92.9,13,0,2,1,0,8,5,0.7,8.0
Charles Correa,188483,LB,PURDUE,6,152,0,273,1,-3.3,66.7,81.8,12.5,8.3,0,1,33.3,67.4,0,40,0.0,0,1,109.0,2,27,17.8,33,0,0,3,0,37,47,1.5,18.5,0,1,1.5,83.3,90.2,9.7,8.1,0,0,0.0,55.2,0,14,14.3,2,0,89.6,10,101,66.4,112,3,11,12,0,66,57,0.7,6.6
Jamison Curtis,188512,LB,VANDERBILT,2,7,0,333,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,1,0,0,0,0,0,0,,,0,2,5.0,100.0,85.7,6.0,6.0,0,0,0.0,45.3,0,9,0.0,0,0,104.2,1,6,85.7,7,0,1,1,0,9,4,1.5,9.0
Tate Hamby,188515,CB,VANDERBILT,2,8,0,333,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,-2.7,100.0,100.0,2.3,2.3,0,0,0.0,64.4,0,13,,0,0,95.8,3,7,87.5,7,0,0,3,0,21,29,3.0,7.0
Jaylin Lackey,188517,CB,VANDERBILT,6,88,0,333,0,17.2,60.0,100.0,8.0,4.8,0,0,0.0,51.7,0,20,0.0,0,0,116.7,3,27,30.7,27,1,1,5,1,30,6,1.3,10.0,0,0,6.0,25.0,98.1,50.0,12.5,0,0,0.0,68.3,0,6,50.0,1,0,39.6,1,51,58.0,52,1,1,4,0,6,4,0.1,6.0
Jah Boyd,188662,S,INDIANA,2,6,0,190,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,6,100.0,6,0,0,0,0,0,0,0.0,
Rolijah Hardy,188665,LB,INDIANA,6,124,0,190,0,,,36.4,,,0,0,,61.7,0,,,0,0,0.0,0,4,3.2,11,0,0,0,0,0,0,0.0,,0,1,3.6,70.0,79.7,13.7,9.6,0,0,0.0,56.7,0,19,28.6,2,0,76.2,7,98,79.0,123,5,4,10,0,38,19,0.4,5.4
Zashon Rich,188692,CB,KANSAS ST,7,259,0,199,0,7.7,40.0,95.2,13.5,5.4,0,4,40.0,76.1,0,10,33.3,1,4,48.8,4,60,23.2,63,3,2,10,0,32,11,0.6,8.0,0,1,15.9,68.8,100.0,10.7,7.4,0,2,12.5,54.8,0,30,0.0,0,2,119.5,11,123,47.5,123,1,12,16,1,151,33,1.3,13.7
Mason Carrier,188700,LB,MINNESOTA,2,2,0,225,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,62.3,0,,0.0,0,0,0.0,0,2,100.0,4,0,1,0,0,0,0,0.0,
Koi Perich,188710,S,MINNESOTA,6,196,0,225,1,4.8,50.0,93.8,35.0,17.5,0,0,0.0,68.1,0,3,0.0,0,0,95.8,2,75,38.3,80,2,1,4,1,4,9,0.1,2.0,0,3,11.3,90.0,95.9,10.0,9.0,0,0,0.0,58.1,1,49,14.3,2,0,79.2,9,93,47.4,97,2,9,10,0,158,55,1.8,17.6
Zahir Rainer,188711,CB,MINNESOTA,1,1,0,225,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Simon Seidl,188713,CB,MINNESOTA,1,1,0,225,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Jonathan Agumadu,188718,LB,N CAROLINA,4,24,0,245,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,5,20.8,5,0,0,0,0,0,0,0.0,,0,0,10.5,100.0,100.0,3.8,3.8,0,0,0.0,35.5,0,20,0.0,0,0,117.7,4,17,70.8,17,0,1,4,0,49,7,3.3,12.3
LaDainian Fields,188721,CB,OKLA STATE,2,25,0,262,0,,,100.0,,,0,0,,72.1,0,,0.0,0,0,0.0,0,7,28.0,7,1,1,0,0,0,0,0.0,,0,0,14.5,0.0,100.0,,8.0,0,1,50.0,82.1,1,,0.0,0,1,0.0,0,16,64.0,16,0,1,2,0,0,0,0.0,
Jacobi Oliphant Jr.,188731,LB,OKLA STATE,6,50,0,262,1,,,64.3,,,0,0,,50.5,0,,0.0,0,0,0.0,0,9,18.0,14,1,1,0,0,0,0,0.0,,0,3,6.7,83.3,92.5,7.0,5.8,0,1,16.7,62.5,0,22,0.0,0,1,109.7,5,37,74.0,40,0,2,6,0,62,38,1.8,12.4
Yamil Talib,188734,ED,CHARLOTTE,6,8,0,136,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,1,5.0,0.0,12.3,,7.0,0,0,0.0,63.6,0,,0.0,0,0,39.6,0,7,87.5,57,1,1,1,0,0,0,0.0,
Xavion Griffin,188741,CB,W KENTUCKY,1,2,0,346,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Miller Malone,188748,LB,W KENTUCKY,6,77,0,346,1,-2.0,100.0,58.6,14.0,14.0,0,0,0.0,66.6,0,7,0.0,0,0,95.8,1,17,22.1,29,0,1,1,0,7,9,0.5,7.0,0,0,3.4,40.0,89.5,25.0,10.0,0,0,0.0,47.3,0,15,50.0,1,0,57.1,2,51,66.2,57,0,1,5,0,26,27,0.5,13.0
Lataj Wright,188756,CB,W KENTUCKY,3,24,0,346,0,35.0,0.0,100.0,,5.0,0,0,0.0,71.9,0,,0.0,0,0,39.6,0,5,20.8,5,1,1,1,0,0,0,0.0,,0,0,1.5,0.0,100.0,,8.5,0,1,50.0,74.2,0,,,0,1,39.6,0,17,70.8,17,0,0,2,0,0,0,0.0,
Mysonne Pollard,188762,S,DELAWARE,5,116,0,151,0,6.0,100.0,100.0,12.0,12.0,0,0,0.0,80.5,1,6,0.0,0,0,52.1,2,26,22.4,26,1,3,2,0,12,0,0.5,6.0,0,0,27.0,33.3,100.0,47.0,15.7,0,0,0.0,50.5,0,5,0.0,0,0,42.4,1,48,41.4,48,0,6,3,0,5,0,0.1,5.0
Devon Jordan,188773,CB,OKLAHOMA,5,66,0,261,0,9.0,100.0,88.9,14.0,14.0,0,0,0.0,66.6,0,9,0.0,0,0,104.2,1,16,24.2,18,1,1,1,0,9,0,0.6,9.0,0,0,14.7,66.7,100.0,20.0,13.3,0,0,0.0,66.4,0,4,25.0,1,0,70.1,2,41,62.1,41,2,3,3,0,7,0,0.2,3.5
Jeremiah Newcombe,188776,CB,OKLAHOMA,1,6,0,261,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.5,0,,,0,0,0.0,0,4,66.7,4,0,0,0,0,0,0,0.0,
Prince Williams,188829,CB,S DIEGO ST,3,27,0,284,0,15.0,33.3,100.0,3.0,1.0,0,1,33.3,32.6,0,16,,0,0,91.7,1,4,14.8,4,0,0,3,1,16,1,5.3,16.0,0,0,-0.5,100.0,100.0,8.0,8.0,0,0,0.0,77.2,0,3,0.0,0,0,79.2,2,16,59.3,16,2,3,2,0,5,6,0.3,2.5
Jaylen Thomas,188849,CB,S JOSE ST,6,226,0,285,0,14.0,40.0,100.0,10.5,4.2,0,2,20.0,57.4,0,13,0.0,0,1,50.0,4,47,20.8,47,3,5,10,0,35,1,0.8,8.8,0,1,16.5,50.0,100.0,11.8,5.9,2,3,12.5,61.2,0,42,7.1,1,1,74.8,12,149,65.9,149,1,12,24,0,179,20,1.3,14.9
Darrius Davis,188860,S,STANFORD,4,41,0,300,0,1.0,100.0,88.9,3.5,3.5,0,1,50.0,75.5,0,7,0.0,0,0,79.2,2,8,19.5,9,0,1,2,0,0,-2,0.0,0.0,0,0,13.7,66.7,88.9,11.5,7.7,0,0,0.0,52.5,0,33,0.0,0,0,107.6,2,24,58.5,27,1,1,3,0,36,5,1.6,18.0
Charlie Eckhardt,188863,S,STANFORD,3,88,0,300,0,11.5,50.0,100.0,12.5,6.3,0,0,0.0,53.5,0,18,25.0,1,0,76.0,2,25,28.4,25,0,3,4,0,31,11,1.2,15.5,0,1,14.3,25.0,96.5,49.0,12.3,1,1,25.0,46.8,0,44,0.0,0,1,72.9,1,55,62.5,57,0,3,4,0,44,23,0.9,44.0
Jacobi Murray,188870,DI,STANFORD,4,1,0,300,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,
Brandon Nicholson,188871,CB,STANFORD,6,104,0,300,0,24.6,42.9,100.0,11.0,4.7,0,1,14.3,54.7,0,40,0.0,0,0,84.8,3,33,31.7,33,1,3,7,0,79,6,2.4,26.3,0,1,14.8,60.0,100.0,8.7,5.2,0,1,10.0,51.7,0,15,37.5,3,1,75.8,6,55,52.9,55,1,4,10,0,57,11,1.1,9.5
Jaylen'Dai Sumlin,188875,S,STANFORD,3,9,0,300,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,6,66.7,6,0,0,0,0,0,0,0.0,,0,0,,,50.0,,,0,0,,62.6,0,,0.0,0,0,0.0,0,1,11.1,2,0,1,0,0,0,0,0.0,
Mike Bethea II,188879,ED,TENNESSEE,1,1,0,307,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,
Jordan Burns,188881,LB,TENNESSEE,4,10,0,307,0,,,66.7,,,0,0,,60.2,0,,,0,0,0.0,0,2,20.0,3,0,0,0,0,0,0,0.0,,0,0,-7.0,100.0,75.0,6.0,6.0,0,0,0.0,49.6,0,5,0.0,0,0,87.5,1,6,60.0,8,0,1,1,0,5,12,0.8,5.0
Jordan Ross,188890,ED,TENNESSEE,6,13,0,307,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,16,0,0,0,0,0,0,0.0,,0,0,-0.5,100.0,16.4,5.0,5.0,0,0,0.0,47.3,0,13,50.0,1,0,112.5,2,10,76.9,61,2,1,2,0,22,23,2.2,11.0
Ryan Scott,188891,LB,TENNESSEE,1,1,0,307,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Josh Anglin,189024,LB,TULSA,6,48,0,320,0,,,85.7,,,0,0,,61.9,0,,,0,0,0.0,0,6,12.5,7,0,0,0,0,0,0,0.0,,0,2,1.5,75.0,81.1,9.0,6.8,0,0,0.0,77.3,0,10,20.0,1,0,85.4,3,30,62.5,37,1,2,4,0,20,10,0.7,6.7
Ayden Jones,189285,LB,TEXAS ST,6,115,0,314,0,-0.3,100.0,83.7,12.3,12.3,0,0,0.0,57.9,0,14,0.0,0,0,98.6,3,41,35.7,49,0,1,3,0,23,24,0.6,7.7,0,1,2.9,100.0,88.5,6.1,6.1,0,0,0.0,58.8,0,21,37.5,3,0,107.1,7,46,40.0,52,2,4,7,0,68,48,1.6,9.7
Ashton Hampton,189365,CB,CLEMSON,6,170,0,140,0,10.9,57.1,100.0,7.9,4.5,0,2,14.3,59.8,1,42,0.0,0,1,70.2,8,67,39.4,67,1,7,14,1,89,25,1.4,11.1,0,1,9.8,25.0,98.7,76.0,19.0,0,1,25.0,73.4,0,14,0.0,0,1,41.7,1,76,44.7,77,2,4,4,0,14,10,0.2,14.0
Darien Mayo,189368,ED,CLEMSON,3,1,0,140,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,12,0,0,0,0,0,0,0.0,
Landan Callahan,189376,CB,DUKE,6,113,0,154,1,12.0,80.0,100.0,9.0,7.2,0,1,20.0,71.6,0,75,0.0,0,1,158.3,4,40,35.4,40,0,2,5,1,143,91,4.0,35.8,0,1,6.8,77.8,100.0,7.9,6.1,0,0,0.0,61.7,0,27,0.0,0,0,103.2,7,58,51.3,58,2,6,9,0,79,46,1.4,11.3
Kyren Condoll,189378,CB,DUKE,2,12,0,154,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,2,16.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.7,0,,,0,0,0.0,0,8,66.7,8,0,0,0,0,0,0,0.0,
Tyshon Reed,189390,ED,DUKE,6,6,0,154,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,11,0,0,0,0,0,0,,,0,0,2.0,100.0,20.7,5.0,5.0,0,0,0.0,55.0,0,8,0.0,0,0,100.0,1,6,100.0,29,0,1,1,0,8,6,1.6,8.0
Kobe Smith,189395,ED,DUKE,6,6,0,154,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,6.0,100.0,25.0,5.0,5.0,0,0,0.0,54.1,0,15,0.0,0,0,118.8,1,6,100.0,24,0,1,1,0,15,9,3.0,15.0
Eric Brantley Jr.,189401,ED,FAU,6,17,0,165,0,,,5.0,,,0,0,,67.7,0,,,0,0,0.0,0,2,11.8,40,1,0,0,0,0,0,0.0,,0,1,,,21.3,,,0,0,,65.4,0,,0.0,0,0,0.0,0,10,58.8,47,1,1,0,0,0,0,0.0,
Amontrae Bradford,189411,ED,GA TECH,6,5,0,176,0,,,5.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,19,1,0,0,0,0,0,0.0,,0,0,5.0,100.0,9.7,3.0,3.0,0,0,0.0,61.4,0,6,,0,0,91.7,1,3,60.0,31,0,0,1,0,6,1,2.0,6.0
Nehemiah Chandler,189413,CB,S ALABAMA,6,146,0,288,0,22.0,66.7,100.0,11.5,7.7,0,1,33.3,58.8,0,28,33.3,1,1,109.7,2,27,18.5,27,0,2,3,0,50,8,2.2,25.0,0,0,14.8,46.2,99.0,15.5,7.2,0,4,30.8,81.7,1,32,33.3,2,2,70.5,6,95,65.1,96,4,4,13,2,70,1,0.8,11.7
Caleb Dozier,189415,LB,S ALABAMA,6,77,0,288,0,,,52.9,,,0,0,,58.4,0,,0.0,0,0,0.0,0,9,11.7,17,0,4,0,0,0,0,0.0,,0,1,6.8,80.0,73.9,12.3,9.8,0,0,0.0,48.5,0,14,42.9,3,0,100.8,4,51,66.2,69,0,3,5,0,41,17,0.8,10.3
Christian Pritchett,189426,S,GA TECH,2,12,0,176,1,-4.0,100.0,85.7,4.0,4.0,0,0,0.0,58.8,0,1,0.0,0,0,79.2,1,6,50.0,7,0,0,1,0,1,5,0.3,1.0,0,1,28.0,100.0,100.0,4.0,4.0,0,0,0.0,29.4,0,29,0.0,0,0,118.8,1,5,41.7,5,0,1,1,0,29,1,7.3,29.0
OJ Frederique Jr.,189439,CB,MIAMI FL,5,110,0,220,0,19.7,0.0,100.0,,6.0,0,1,33.3,65.9,0,,0.0,0,0,39.6,0,18,16.4,18,0,1,3,0,0,0,0.0,,0,1,15.9,57.1,100.0,20.0,11.4,0,1,14.3,66.9,0,53,12.5,1,1,101.8,4,81,73.6,81,1,6,7,0,88,9,1.1,22.0
Booker Pickett,189445,ED,MIAMI FL,3,2,0,220,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,2,,,20.0,,,0,0,,74.2,0,,0.0,0,0,0.0,0,2,100.0,10,2,1,0,0,0,0,0.0,
Phillip Hamilton,189490,CB,NAVY,6,159,0,237,0,,,100.0,,,0,0,,87.5,0,,0.0,0,0,0.0,0,19,11.9,19,0,2,0,0,0,0,0.0,,0,2,13.3,66.7,97.3,10.2,6.8,0,1,6.7,56.6,0,53,22.2,2,1,135.3,10,109,68.6,112,3,5,15,2,137,34,1.3,13.7
MarcAnthony Parker,189509,LB,NAVY,6,122,0,237,0,,,21.7,,,0,0,,62.0,0,,,0,0,0.0,0,5,4.1,23,1,0,0,0,0,0,0.0,,0,1,3.9,81.8,89.9,9.4,7.7,0,0,0.0,47.8,1,21,28.6,2,0,59.8,9,89,73.0,99,1,4,11,0,82,49,1.0,9.1
Justin Ross,189517,CB,NAVY,5,122,0,237,0,14.3,66.7,100.0,8.0,5.3,0,1,33.3,54.3,0,37,0.0,0,1,149.3,2,17,13.9,17,1,1,3,1,40,23,2.5,20.0,0,1,11.1,72.7,99.0,11.0,8.0,1,2,18.2,67.6,1,75,0.0,0,2,116.5,8,95,77.9,96,2,6,11,2,149,73,1.7,18.6
Davin Brewton,189530,LB,PITTSBURGH,1,4,0,268,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,20.0,100.0,100.0,3.0,3.0,0,0,0.0,50.5,0,22,,0,0,118.8,1,3,75.0,3,0,0,1,0,22,2,7.3,22.0
Allen Bryant,189532,S,PITTSBURGH,4,34,0,268,0,,,100.0,,,0,0,,64.7,0,,0.0,0,0,0.0,0,3,8.8,3,0,1,0,0,0,0,0.0,,0,0,15.0,66.7,100.0,11.5,7.7,0,0,0.0,61.8,0,21,0.0,0,0,89.6,2,24,70.6,24,1,1,3,0,23,0,1.0,11.5
Cameron Lindsey,189537,LB,PITTSBURGH,6,16,0,268,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.3,1,0,0,0,0,0,0,0.0,,0,0,,,68.4,,,0,0,,69.7,0,,,0,0,0.0,0,13,81.3,19,1,0,0,0,0,0,0.0,
Davion Pritchard,189538,CB,PITTSBURGH,1,4,0,268,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.4,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Jaylen Moses,189555,S,SMU,3,15,0,287,0,0.5,100.0,100.0,2.5,2.5,0,0,0.0,58.7,0,44,0.0,0,0,118.8,2,5,33.3,5,1,2,2,0,44,43,8.8,22.0,0,0,,,83.3,,,0,0,,63.7,0,,,0,0,0.0,0,10,66.7,12,0,0,0,0,0,0,0.0,
William Nettles,189556,CB,SMU,6,137,0,287,0,12.6,57.1,97.4,8.8,5.0,0,3,42.9,69.1,0,21,50.0,2,1,83.0,4,37,27.0,38,1,2,7,0,56,27,1.6,14.0,0,0,10.3,50.0,100.0,43.0,21.5,0,1,25.0,60.3,1,19,20.0,1,1,38.5,2,88,64.2,88,2,4,4,0,33,8,0.4,16.5
E'zaiah Shine,189584,CB,TULANE,6,189,0,319,0,14.4,50.0,100.0,8.0,4.0,0,1,7.1,48.9,0,35,16.7,1,1,90.8,7,62,32.8,62,1,5,14,1,78,18,1.4,11.1,0,0,13.2,57.1,98.9,9.9,5.6,0,4,28.6,73.7,0,23,11.1,1,4,77.7,8,88,46.6,89,1,8,14,0,94,31,1.2,11.8
Javion White,189589,S,TULANE,6,162,0,319,0,15.5,27.3,93.5,17.0,4.6,1,2,18.2,90.9,2,13,33.3,1,2,0.0,3,58,35.8,62,0,2,11,0,31,23,0.6,10.3,0,0,8.3,75.0,94.6,20.3,15.3,1,1,25.0,68.2,0,53,20.0,1,1,116.7,3,70,43.2,74,1,4,4,0,62,32,1.0,20.7
James Chenault,189597,CB,USF,6,178,0,327,0,7.8,60.0,100.0,8.0,4.8,0,0,0.0,53.3,0,8,0.0,0,0,104.2,3,29,16.3,29,0,1,5,1,14,3,0.6,4.7,0,3,13.0,52.6,99.3,13.7,7.2,0,1,5.3,70.6,2,36,15.4,2,1,35.5,10,140,78.7,141,3,8,19,0,133,16,1.0,13.3
