player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Javin Wright,101373,LB,NEBRASKA,5,122,0,238,0,0.5,50.0,75.4,22.0,11.0,0,0,0.0,71.3,0,4,20.0,1,0,56.3,2,49,40.2,65,4,4,4,0,6,10,0.1,3.0,0,2,3.8,54.5,95.4,10.3,5.6,0,1,9.1,63.1,0,20,0.0,0,1,70.3,6,62,50.8,65,3,8,11,0,60,26,1.0,10.0
Tate Hallock,101668,S,W MICHIGAN,7,189,0,347,0,24.0,50.0,85.7,27.0,13.5,0,0,0.0,60.9,0,2,0.0,0,0,56.3,1,30,15.9,35,2,2,2,0,2,5,0.1,2.0,0,2,8.3,70.0,90.1,14.1,9.9,0,0,0.0,75.3,1,21,15.4,2,0,45.8,7,109,57.7,121,3,9,10,0,60,24,0.6,8.6
Marlon Jones,101808,CB,VANDERBILT,5,65,0,333,0,7.8,60.0,100.0,6.7,4.0,0,0,0.0,53.1,0,11,0.0,0,0,115.8,3,21,32.3,21,0,1,5,1,29,10,1.5,9.7,0,0,3.2,100.0,100.0,6.2,6.2,0,0,0.0,65.5,0,15,0.0,0,0,93.3,5,33,50.8,33,0,4,5,0,32,16,1.0,6.4
Brendan Harrington,102848,LB,GA SOUTHRN,6,159,0,174,1,-0.3,100.0,88.6,11.7,11.7,0,0,0.0,52.3,0,5,16.7,1,0,79.2,3,39,24.5,44,3,4,3,0,9,10,0.3,3.0,0,2,0.3,77.8,95.7,15.0,11.7,0,0,0.0,66.4,0,26,0.0,0,0,92.6,7,110,69.2,115,2,7,9,0,56,51,0.5,8.0
Logan Lutui,103655,ED,BYU,6,22,0,128,0,,,10.3,,,0,0,,61.8,0,,100.0,1,0,0.0,0,4,18.2,39,0,0,0,0,0,0,0.0,,0,2,11.0,0.0,36.7,,18.0,1,1,100.0,73.5,0,,0.0,0,1,39.6,0,18,81.8,49,1,1,1,0,0,0,0.0,
Noah Holmes,104560,LB,E CAROLINA,3,6,0,156,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,6,100.0,6,0,0,0,0,0,0,0.0,
Marques White,108130,ED,UMASS,6,18,0,216,0,11.0,0.0,8.6,,3.0,0,1,100.0,76.6,0,,,0,1,39.6,0,3,16.7,35,1,0,1,0,0,0,0.0,,0,0,,,14.8,,,0,0,,53.7,0,,0.0,0,0,0.0,0,9,50.0,61,2,1,0,0,0,0,0.0,
Tra Thomas,116043,ED,NC STATE,7,20,0,248,1,,,15.8,,,0,0,,62.8,0,,0.0,0,0,0.0,0,3,15.0,19,0,0,0,0,0,0,0.0,,0,0,,,25.8,,,0,0,,65.2,0,,0.0,0,0,0.0,0,17,85.0,66,1,1,0,0,0,0,0.0,
Elijah Culp,121345,CB,JAMES MAD,5,158,0,197,0,23.0,0.0,100.0,,12.7,0,1,33.3,66.6,0,,,0,1,39.6,0,42,26.6,42,0,0,3,0,0,0,0.0,,0,0,7.9,44.4,96.7,14.0,6.2,2,2,22.2,76.6,0,8,33.3,1,1,51.6,4,58,36.7,60,2,2,9,0,20,18,0.4,5.0
Sam Howard,121351,LB,TULANE,6,145,0,319,0,-1.0,100.0,61.4,33.0,33.0,0,0,0.0,53.5,0,4,0.0,0,0,122.9,1,35,24.1,57,1,1,1,1,4,5,0.1,4.0,0,2,1.2,50.0,89.2,22.7,11.3,0,0,0.0,72.1,0,5,28.6,2,0,56.3,3,74,51.0,83,2,3,6,0,12,18,0.2,4.0
Tyrese Hopkins,121461,LB,LA MONROE,3,31,0,209,0,2.7,66.7,90.0,4.5,3.0,0,0,0.0,55.7,0,29,0.0,0,0,140.3,2,9,29.0,10,1,1,3,1,31,21,3.4,15.5,0,0,11.0,100.0,95.7,10.5,10.5,0,0,0.0,47.0,0,19,100.0,1,0,118.8,2,22,71.0,23,0,0,2,0,28,6,1.3,14.0
Kenneth Harris,121523,CB,OKLA STATE,6,153,0,262,1,13.1,50.0,90.9,8.5,4.3,0,1,12.5,47.7,0,47,0.0,0,1,119.8,4,40,26.1,44,0,1,8,1,70,40,2.1,17.5,0,0,12.4,77.3,93.4,5.6,4.3,0,3,13.6,49.3,0,43,41.7,5,3,114.2,17,99,64.7,106,2,7,22,0,252,139,2.7,14.8
Channing Canada,121668,CB,TCU,6,186,0,305,0,21.3,33.3,100.0,23.0,7.7,0,0,0.0,60.7,0,30,0.0,0,0,71.5,1,25,13.4,25,0,1,3,0,30,2,1.3,30.0,0,1,15.7,70.0,100.0,15.3,10.7,0,2,20.0,62.6,0,57,9.1,1,2,145.8,7,111,59.7,111,2,9,10,1,128,33,1.2,18.3
Isaiah Cash,121669,CB,VA TECH,7,148,0,337,0,23.0,40.0,100.0,10.0,4.0,0,0,0.0,38.3,0,44,0.0,0,0,87.5,2,22,14.9,22,0,3,5,0,80,1,4.0,40.0,0,4,3.4,82.4,96.2,6.9,5.7,0,0,0.0,74.1,0,17,11.8,2,0,87.7,14,102,68.9,106,8,11,17,0,86,79,0.9,6.1
JoJo Evans Jr.,121728,S,LOUISVILLE,4,99,0,210,0,16.0,50.0,96.2,21.0,10.5,0,0,0.0,67.6,0,8,0.0,0,0,60.4,1,25,25.3,26,0,2,2,0,8,5,0.4,8.0,0,2,16.6,57.1,96.9,15.3,8.7,0,1,14.3,60.6,0,38,0.0,0,1,125.0,4,63,63.6,65,3,7,7,1,60,26,1.0,15.0
Kerion Martin,121739,LB,MARSHALL,6,76,0,214,0,-6.0,0.0,37.8,,16.0,0,0,0.0,64.9,0,,100.0,1,0,39.6,0,17,22.4,45,0,0,1,0,0,0,0.0,,0,0,5.5,75.0,75.9,14.0,10.5,0,0,0.0,52.9,0,16,25.0,2,0,92.7,3,44,57.9,58,2,6,4,0,27,19,0.6,9.0
Zane Porter,121745,LB,MARSHALL,2,3,0,214,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,13.0,0.0,100.0,,2.0,0,0,0.0,52.4,0,,,0,0,39.6,0,2,66.7,2,0,0,1,0,0,0,0.0,
Daytione Smith,121749,S,MARSHALL,6,177,0,214,0,13.5,50.0,96.9,54.0,27.0,0,0,0.0,69.3,2,5,0.0,0,0,16.7,1,62,35.0,64,0,1,2,0,5,0,0.1,5.0,0,2,14.4,54.5,98.8,13.2,7.2,0,3,27.3,64.1,0,20,12.5,1,3,74.8,6,82,46.3,83,0,5,11,0,72,15,0.9,12.0
An'Darius Coffey,121757,S,PURDUE,6,73,0,273,0,10.3,33.3,100.0,17.0,5.7,0,0,0.0,56.9,0,21,0.0,0,0,59.0,1,18,24.7,18,0,1,3,0,21,3,1.2,21.0,0,0,3.8,83.3,92.2,9.0,7.5,0,1,16.7,59.0,0,14,28.6,2,0,91.7,5,47,64.4,51,2,5,6,0,36,39,0.8,7.2
Devonte Golden-Nelson,121780,CB,W VIRGINIA,2,3,0,343,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,11.0,0.0,100.0,,2.0,0,0,0.0,52.2,0,,0.0,0,0,39.6,0,2,66.7,2,0,1,1,0,0,0,0.0,
Jacob Busic,121837,ED,UCLA,6,6,0,324,0,,,8.7,,,0,0,,60.6,0,,,0,0,0.0,0,2,33.3,23,0,0,0,0,0,0,0.0,,0,0,,,7.7,,,0,0,,61.1,0,,,0,0,0.0,0,3,50.0,39,1,0,0,0,0,0,0.0,
Ajani Cuevas-Gillis,121841,S,MARSHALL,1,5,0,214,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.0,0.0,66.7,,4.0,0,1,100.0,78.2,0,,,0,1,39.6,0,4,80.0,6,0,0,1,0,0,0,0.0,
Rodney Johnson,122103,CB,LOUISVILLE,2,11,0,210,0,12.0,0.0,100.0,,5.0,1,0,0.0,63.5,0,,,0,0,39.6,0,6,54.5,6,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,53.2,0,,100.0,1,0,0.0,0,5,45.5,5,0,0,0,0,0,0,0.0,
Fred Davis II,122146,CB,NWESTERN,6,159,0,256,0,14.0,40.0,100.0,18.0,7.2,0,2,40.0,60.8,0,12,0.0,0,1,54.6,2,39,24.5,39,0,1,5,0,23,4,0.6,11.5,0,3,11.4,80.0,100.0,7.8,6.3,0,2,13.3,65.8,0,34,8.3,1,2,124.4,12,96,60.4,96,3,8,15,1,128,38,1.4,10.7
Malcolm Greene,122148,CB,UMASS,5,148,0,216,0,11.8,66.7,100.0,7.0,4.7,0,0,0.0,43.2,0,34,,0,0,146.5,4,30,20.3,30,0,0,6,3,71,12,2.5,17.8,0,0,16.5,53.8,100.0,14.4,7.8,0,2,15.4,58.4,0,25,0.0,0,2,118.9,7,104,70.3,104,1,3,13,2,101,9,1.0,14.4
Tyler Venables,122163,S,CLEMSON,2,21,0,140,0,13.0,0.0,100.0,,6.0,0,0,0.0,70.3,0,,,0,0,39.6,0,6,28.6,6,0,0,1,0,0,0,0.0,,0,0,9.0,0.0,100.0,,14.0,0,0,0.0,58.0,0,,0.0,0,0,39.6,0,15,71.4,15,0,2,1,0,0,0,0.0,
Isaiah Dunson,122209,CB,GA STATE,2,10,0,175,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,3,30.0,3,0,0,0,0,0,0,0.0,,0,0,6.7,100.0,100.0,2.0,2.0,0,0,0.0,49.8,0,13,0.0,0,0,102.8,3,6,60.0,6,0,2,3,0,26,6,4.3,8.7
Jamar Rucks,122252,ED,KENNESAW,6,5,0,200,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,13.8,,,0,0,,62.1,0,,,0,0,0.0,0,4,80.0,29,0,0,0,0,0,0,0.0,
Tony Anyanwu,122261,ED,RICE,7,24,0,275,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,45,2,0,0,0,0,0,,,0,0,-2.0,50.0,14.8,10.0,5.0,0,0,0.0,58.0,0,14,0.0,0,0,72.9,1,13,54.2,88,0,1,2,0,14,20,1.4,14.0
Mike Harris,122269,S,S ALABAMA,6,96,0,288,1,6.8,60.0,94.4,5.0,3.0,0,1,20.0,52.5,0,36,25.0,1,0,104.2,3,17,17.7,18,0,2,5,0,64,38,4.3,21.3,0,0,5.0,100.0,100.0,9.8,9.8,0,0,0.0,57.1,0,24,20.0,1,0,147.2,6,60,62.5,60,0,4,6,1,59,31,1.0,9.8
A.J. McCarty,122274,S,TEXAS TECH,5,71,0,315,0,2.0,66.7,86.7,5.5,3.7,0,0,0.0,71.3,0,6,0.0,0,0,70.1,2,13,18.3,15,1,2,3,0,9,7,0.8,4.5,0,0,0.5,50.0,82.5,10.3,5.2,0,0,0.0,68.0,0,38,50.0,1,0,82.6,3,33,46.5,40,1,1,6,0,56,59,1.8,18.7
Devin Neal,122278,S,VIRGINIA,6,107,0,335,0,9.8,40.0,92.7,18.5,7.4,0,0,0.0,61.9,0,21,0.0,0,0,96.7,2,38,35.5,41,1,3,5,1,26,3,0.7,13.0,0,2,8.0,50.0,98.2,27.5,13.8,1,1,25.0,76.3,0,1,0.0,0,1,56.3,2,56,52.3,57,1,2,4,0,-6,-1,-0.1,-3.0
Shane Bruce,122323,LB,COAST CAR,5,125,0,141,0,,,52.9,,,0,0,,63.6,0,,,0,0,0.0,0,9,7.2,17,0,0,0,0,0,0,0.0,,0,2,3.0,66.7,80.5,11.3,7.6,0,0,0.0,73.9,2,14,0.0,0,0,45.8,6,70,56.0,87,1,3,9,0,60,43,0.9,10.0
Stephen Dix Jr.,122396,LB,ARKANSAS,6,121,0,111,0,1.6,80.0,72.7,9.0,7.2,0,0,0.0,62.5,0,22,0.0,0,0,90.0,4,40,33.1,55,2,5,5,0,28,43,0.8,7.0,0,2,1.0,87.5,82.7,9.4,8.3,0,0,0.0,52.7,0,62,18.2,2,0,118.8,7,67,55.4,81,2,7,8,0,109,100,1.7,15.6
Jadarius Green-McKnight,122399,S,MARSHALL,5,44,0,214,0,,,72.7,,,0,0,,64.0,0,,,0,0,0.0,0,8,18.2,11,0,0,0,0,0,0,0.0,,0,0,14.0,0.0,90.6,,28.0,0,0,0.0,60.7,0,,0.0,0,0,39.6,0,29,65.9,32,1,3,1,0,0,0,0.0,
Tyler Bride,122432,S,JVILLE ST,1,5,0,196,0,,,75.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,60.0,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.6,0,,0.0,0,0,0.0,0,2,40.0,2,0,1,0,0,0,0,0.0,
Marques Watson-Trent,122461,LB,NEBRASKA,5,42,0,238,1,-1.0,100.0,88.0,20.0,20.0,0,0,0.0,59.7,0,18,0.0,0,0,118.8,1,22,52.4,25,1,0,1,0,18,19,0.9,18.0,0,0,,,100.0,,,0,0,,64.8,0,,,0,0,0.0,0,15,35.7,15,0,0,0,0,0,0,0.0,
Karon Prunty,122574,CB,WAKE,6,202,0,339,0,9.5,16.7,100.0,38.0,6.3,0,2,33.3,67.3,0,14,,0,2,79.2,1,44,21.8,44,0,0,6,1,14,0,0.4,14.0,0,0,15.3,45.5,99.0,19.8,9.0,1,2,18.2,75.5,0,17,0.0,0,2,56.3,5,103,51.0,104,1,4,11,0,43,12,0.4,8.6
Tee Denson,122591,S,JVILLE ST,2,13,0,196,0,4.3,66.7,83.3,2.5,1.7,0,0,0.0,70.7,0,15,0.0,0,0,85.4,2,5,38.5,6,1,2,3,0,20,3,4.0,10.0,0,1,-1.5,100.0,100.0,3.5,3.5,0,0,0.0,72.4,0,6,0.0,0,0,87.5,2,7,53.8,7,0,0,2,0,10,13,1.4,5.0
Cody Stufflebean,122619,ED,KANSAS ST,7,1,0,199,0,-3.0,100.0,2.3,1.0,1.0,0,0,0.0,57.8,0,15,100.0,1,0,118.8,1,1,100.0,43,2,0,1,0,15,18,15.0,15.0,0,0,,,0.0,,,0,0,,56.1,0,,33.3,1,0,0.0,0,0,0.0,86,3,2,0,0,0,0,,
Caleb Anderson,122629,CB,MICHIGAN,1,4,0,222,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Courtline Flowers,122635,CB,LA LAFAYET,6,176,0,207,0,16.4,60.0,100.0,8.3,5.0,0,1,20.0,47.4,0,36,0.0,0,0,93.8,3,27,15.3,27,0,3,5,0,50,4,2.0,16.7,0,1,3.5,83.3,98.1,9.9,8.3,0,0,0.0,83.3,1,11,9.1,1,0,81.6,10,102,58.0,104,7,9,12,1,63,29,0.6,6.3
Caleb Kibodi,122645,LB,LA LAFAYET,5,28,0,207,0,,,75.0,,,0,0,,63.7,0,,0.0,0,0,0.0,0,3,10.7,4,1,1,0,0,0,0,0.0,,0,0,6.0,75.0,92.0,7.7,5.8,0,0,0.0,54.3,0,10,0.0,0,0,82.3,3,23,82.1,25,2,2,4,0,17,8,0.7,5.7
Jordan Lawson,122647,ED,LA LAFAYET,6,10,0,207,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,0,0,-1.5,100.0,10.5,3.5,3.5,0,0,0.0,79.7,0,14,40.0,2,0,118.8,2,8,80.0,76,2,3,2,0,26,29,3.7,13.0
Tyree Skipper,122660,S,LA LAFAYET,6,164,0,207,0,,,95.8,,,0,0,,55.3,0,,100.0,2,0,0.0,0,23,14.0,24,0,0,0,0,0,0,0.0,,0,3,7.1,50.0,97.0,23.8,11.9,1,0,0.0,44.5,0,20,20.0,2,0,62.0,4,97,59.1,100,2,5,8,0,35,34,0.4,8.8
Korian Wilson,122662,CB,LA MONROE,2,50,0,209,0,,,90.9,,,0,0,,65.4,0,,,0,0,0.0,0,10,20.0,11,0,0,0,0,0,0,0.0,,0,0,7.0,85.7,100.0,6.3,5.4,0,0,0.0,55.2,0,20,14.3,1,0,144.9,6,39,78.0,39,0,6,7,1,65,26,1.7,10.8
Ben Bell,122665,ED,VA TECH,7,23,0,337,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,3,-2.0,100.0,18.1,5.0,5.0,0,0,0.0,60.8,0,10,30.0,3,0,85.4,4,21,91.3,116,4,4,4,0,18,26,0.9,4.5
Kershawn Fisher,122670,ED,W MICHIGAN,7,28,0,347,0,,,8.6,,,0,0,,62.2,0,,0.0,0,0,0.0,0,3,10.7,35,0,1,0,0,0,0,0.0,,0,0,2.3,100.0,23.4,4.8,4.8,0,0,0.0,36.0,0,15,28.6,2,0,110.4,4,22,78.6,94,4,5,4,0,42,33,2.2,10.5
Cedric Woods,122690,CB,LA TECH,4,83,0,208,0,12.3,16.7,96.7,25.0,4.2,0,0,0.0,54.0,0,4,0.0,0,0,39.6,1,29,34.9,30,1,1,6,0,4,1,0.2,4.0,0,0,-0.7,66.7,100.0,13.5,9.0,0,0,0.0,65.8,0,7,0.0,0,0,75.7,2,27,32.5,27,0,3,3,0,13,21,0.5,6.5
Mason Reiger,122721,ED,WISCONSIN,6,6,0,349,0,,,2.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,39,1,0,0,0,0,0,0.0,,0,2,6.0,100.0,4.3,4.0,4.0,0,0,0.0,58.0,0,6,50.0,2,0,91.7,1,4,66.7,94,1,0,1,0,6,0,1.5,6.0
Tahj Chambers,122740,LB,OLE MISS,6,74,0,226,0,,,90.9,,,0,0,,64.1,0,,0.0,0,0,0.0,0,10,13.5,11,1,1,0,0,0,0,0.0,,0,0,1.5,66.7,86.7,12.0,8.0,0,1,16.7,72.8,0,9,20.0,1,1,71.5,4,52,70.3,60,3,4,6,0,20,19,0.4,5.0
Jalen Brooks,122823,LB,MO STATE,6,93,0,230,0,6.0,0.0,63.6,,7.0,1,1,100.0,71.4,0,,,0,1,39.6,0,7,7.5,11,0,0,1,0,0,0,0.0,,0,1,-0.2,82.4,95.9,4.9,4.1,0,1,5.9,92.5,0,64,13.3,2,1,113.2,14,71,76.3,74,7,12,17,1,110,123,1.6,7.9
Ja'Qurious Conley,122827,S,CHARLOTTE,6,116,0,136,0,3.0,100.0,100.0,13.0,13.0,0,0,0.0,72.0,0,3,0.0,0,0,79.2,1,13,11.2,13,1,1,1,0,3,0,0.2,3.0,0,1,9.6,69.2,100.0,9.8,6.8,0,1,7.7,45.5,1,38,27.3,3,1,69.4,9,89,76.7,89,0,7,13,0,130,41,1.5,14.4
Tony Grimes,122837,CB,PURDUE,5,153,0,273,0,10.0,50.0,100.0,18.0,9.0,0,2,50.0,69.8,0,14,0.0,0,1,63.5,2,38,24.8,38,0,2,4,0,19,7,0.5,9.5,0,1,15.0,42.9,99.0,15.8,6.8,0,2,14.3,64.0,0,59,16.7,1,1,80.7,6,98,64.1,99,1,4,14,0,144,46,1.5,24.0
Devan Boykin,122855,CB,INDIANA,6,135,0,190,0,24.0,50.0,93.3,12.0,6.0,0,0,0.0,58.0,0,14,,0,0,72.9,1,14,10.4,15,0,0,2,0,14,-1,1.2,14.0,0,0,6.3,75.0,83.9,10.9,8.2,1,2,16.7,70.2,0,13,0.0,0,2,86.5,9,99,73.3,118,5,7,12,0,63,21,0.6,7.0
Jayland Parker,122879,LB,MARSHALL,1,14,0,214,0,,,77.8,,,0,0,,62.4,0,,,0,0,0.0,0,7,50.0,9,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,100.0,6.0,6.0,0,0,0.0,49.2,0,8,,0,0,100.0,1,6,42.9,6,0,0,1,0,8,8,1.3,8.0
Josh Pierre-Louis,122880,S,MARSHALL,6,159,0,214,1,12.6,50.0,71.4,11.0,5.5,0,0,0.0,50.9,0,45,25.0,1,0,127.1,4,50,31.4,70,0,2,8,1,84,30,1.9,21.0,0,0,21.8,50.0,97.5,18.5,9.3,0,0,0.0,49.7,0,71,0.0,0,0,135.4,4,77,48.4,79,1,4,8,1,151,73,2.0,37.8
Jordan Botelho,122894,ED,NOTRE DAME,6,1,0,258,0,,,2.1,,,0,0,,58.0,0,,,0,0,0.0,0,1,100.0,47,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,41,1,0,0,0,0,0,,
Caleb Offord,122908,CB,KENNESAW,5,199,0,200,0,18.1,41.7,96.9,5.6,2.3,0,5,41.7,66.4,0,35,50.0,1,5,102.4,5,31,15.6,32,0,1,12,1,109,32,3.9,21.8,0,0,6.8,75.0,100.0,11.0,8.3,0,1,8.3,69.1,0,27,0.0,0,1,92.4,9,108,54.3,108,4,11,12,0,80,27,0.8,8.9
Joshua Eaton,122924,CB,MICH STATE,6,131,0,223,0,7.6,60.0,97.4,12.0,7.2,0,1,20.0,65.6,0,35,0.0,0,1,87.1,3,38,29.0,39,1,4,5,0,42,15,1.2,14.0,0,0,6.8,83.3,100.0,13.8,11.5,0,0,0.0,71.1,0,18,25.0,2,0,93.1,5,71,54.2,71,1,6,6,0,38,12,0.6,7.6
DJ Graham II,122926,CB,KANSAS,6,160,0,198,0,10.3,63.6,100.0,6.9,4.4,0,0,0.0,55.9,0,18,20.0,1,0,116.5,7,50,31.3,50,0,4,11,1,82,28,1.7,11.7,0,1,7.4,62.5,98.7,15.2,9.5,0,1,12.5,77.5,0,13,25.0,2,1,66.7,5,78,48.8,79,4,5,8,0,19,15,0.3,3.8
Justin Harrington,122928,S,W VIRGINIA,5,26,0,343,0,,,40.0,,,0,0,,45.6,0,,,0,0,0.0,0,2,7.7,5,0,0,0,0,0,0,0.0,,0,0,1.3,100.0,87.5,6.3,6.3,0,0,0.0,61.0,0,9,0.0,0,0,100.0,3,21,80.8,24,0,1,3,0,24,20,1.3,8.0
Shane Whitter,122949,LB,N TEXAS,6,133,0,251,0,4.5,50.0,57.1,15.0,7.5,0,0,0.0,46.4,0,2,,0,0,95.8,2,32,24.1,56,0,0,4,2,3,2,0.1,1.5,0,1,3.3,100.0,80.0,5.8,5.8,0,0,0.0,80.1,1,35,10.0,1,0,77.2,13,80,60.2,100,4,8,13,0,133,90,1.8,10.2
Jeff Roberson,122986,LB,MINNESOTA,3,9,0,225,0,,,66.7,,,0,0,,60.5,0,,,0,0,0.0,0,2,22.2,3,0,0,0,0,0,0,0.0,,0,0,-2.0,100.0,85.7,6.0,6.0,0,0,0.0,50.3,0,0,,0,0,79.2,1,6,66.7,7,0,0,1,0,0,2,0.0,0.0
Nick Session,122990,S,NEW MEX ST,5,175,0,242,0,13.3,66.7,94.1,7.5,5.0,0,1,33.3,49.2,0,20,0.0,0,1,100.7,2,16,9.1,17,0,2,3,0,31,17,2.1,15.5,0,1,11.4,55.6,100.0,23.8,13.2,0,1,11.1,64.6,0,31,0.0,0,1,101.2,5,125,71.4,125,4,8,9,1,34,9,0.3,6.8
Rashad Battle,123003,CB,PITTSBURGH,4,104,0,268,0,18.0,33.3,83.3,5.0,1.7,0,1,33.3,67.5,0,14,,0,1,49.3,1,5,4.8,6,0,0,3,0,14,5,2.8,14.0,0,1,8.3,83.3,100.0,8.3,6.9,0,0,0.0,70.1,0,25,0.0,0,0,131.3,10,87,83.7,87,5,10,12,1,106,36,1.3,10.6
Bangally Kamara,123012,LB,KANSAS,6,101,0,198,1,2.6,80.0,65.9,6.8,5.4,0,1,20.0,73.4,0,39,28.6,2,1,118.8,4,27,26.7,41,2,4,5,0,73,73,2.7,18.3,0,1,8.5,100.0,69.3,12.5,12.5,0,1,25.0,57.5,0,17,20.0,1,1,116.7,4,52,51.5,75,2,3,4,0,48,14,1.0,12.0
Buddy Mack III,123015,CB,S CAROLINA,1,7,0,289,0,30.0,100.0,100.0,2.0,2.0,0,0,0.0,46.2,0,32,,0,0,118.8,1,2,28.6,2,0,0,1,0,32,2,16.0,32.0,0,0,5.0,100.0,75.0,3.0,3.0,0,0,0.0,63.9,0,5,0.0,0,0,87.5,1,3,42.9,4,0,1,1,0,5,0,1.7,5.0
Leon Lowery Jr.,123045,ED,ILLINOIS,7,34,0,187,0,,,7.1,,,0,0,,60.4,0,,,0,0,0.0,0,2,5.9,28,2,0,0,0,0,0,0.0,,0,1,6.0,100.0,37.3,21.0,21.0,0,0,0.0,52.7,0,10,50.0,2,0,108.3,1,22,64.7,59,0,1,1,0,10,4,0.5,10.0
Anwar Sparrow,123054,LB,SYRACUSE,6,84,0,304,0,,,81.0,,,0,1,,69.6,0,,100.0,1,1,0.0,0,34,40.5,42,0,0,0,0,0,0,0.0,,0,0,-1.3,100.0,79.6,14.0,14.0,0,0,0.0,55.6,0,18,0.0,0,0,118.8,3,43,51.2,54,1,4,3,0,39,43,0.9,13.0
Stefon Thompson,123055,LB,FLORIDA ST,6,34,0,167,0,,,15.4,,,0,0,,60.7,0,,100.0,1,0,0.0,0,2,5.9,13,0,0,0,0,0,0,0.0,,0,1,-0.7,100.0,64.5,6.3,6.3,0,0,0.0,58.1,0,11,33.3,1,0,90.3,3,20,58.8,31,3,1,3,0,17,19,0.9,5.7
Bud Clark,123066,S,TCU,6,226,0,305,0,13.8,66.7,100.0,7.5,5.0,0,1,16.7,67.5,1,13,50.0,1,0,77.8,4,34,15.0,34,0,1,6,2,29,8,1.0,7.3,0,1,9.5,63.6,98.5,18.0,11.5,0,3,27.3,77.4,1,16,20.0,2,3,38.8,7,132,58.4,134,1,7,11,0,57,53,0.5,8.1
Jai'Onte' McMillan,123089,CB,MINNESOTA,5,52,0,225,0,12.2,40.0,93.8,6.5,2.6,0,1,20.0,38.0,0,14,0.0,0,1,57.9,2,15,28.8,16,0,1,5,0,27,0,2.1,13.5,0,0,15.3,66.7,85.2,11.0,7.3,0,0,0.0,58.4,0,7,33.3,1,0,74.3,2,23,44.2,27,1,2,3,0,12,6,0.5,6.0
Xavion Alford,123103,S,ARIZONA ST,2,81,0,110,1,,,91.3,,,0,0,,51.5,0,,0.0,0,0,0.0,0,21,25.9,23,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.7,0,,0.0,0,0,0.0,0,49,60.5,49,1,4,0,0,0,0,0.0,
Prince Dorbah,123113,ED,ARIZONA ST,6,2,0,110,0,,,3.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,27,0,0,0,0,0,0,0.0,,0,0,,,1.1,,,0,0,,57.8,0,,100.0,2,0,0.0,0,1,50.0,89,3,0,0,0,0,0,0.0,
